Date,card_number,full_name,Department,Category,Transaction,Amount,Barcode,Title,Author,homebranch,holdingbranch
2024-01-01 11:09:47,PJBXG9,XCVW24,ECE,ST,Check in,-,71893,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-01-01 11:10:01,9WB436,XCVW24,UNDER GRADUATION(UG),ST,Check in,-,99947,OPERATING SYSTEM CONCEPT,"SILBERSCHATZ , ABRAHAM GALVIN , PETER BAER, GREG GAGNE",RIT,RIT
2024-01-01 11:10:10,9WB436,XCVW24,UNDER GRADUATION(UG),ST,Check in,-,99393,ARIFICIAL INTELLIGENCE A MODERN APPROACH,"RUSSELL,STUART AND NORVIG,PETER",RIT,RIT
2024-01-01 11:10:26,9WB436,XCVW24,UNDER GRADUATION(UG),ST,Check in,-,99416,FUNDAMENTALS OF DATABASE SYSTEMS,"ELMASRI,RAMEZ AND NAVATHE SHAMKANT",RIT,RIT
2024-01-01 11:10:56,3QU9QK,XCVW24,ETE,ST,Renew,-,71870,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-01-01 11:11:08,EU02CX,XCVW24,,UG,Check out,,99947,OPERATING SYSTEM CONCEPT,"SILBERSCHATZ , ABRAHAM GALVIN , PETER BAER, GREG GAGNE",RIT,RIT
2024-01-01 11:11:29,EU02CX,XCVW24,,UG,Check out,,99393,ARIFICIAL INTELLIGENCE A MODERN APPROACH,"RUSSELL,STUART AND NORVIG,PETER",RIT,RIT
2024-01-01 11:11:36,EU02CX,XCVW24,,UG,Check out,,99416,FUNDAMENTALS OF DATABASE SYSTEMS,"ELMASRI,RAMEZ AND NAVATHE SHAMKANT",RIT,RIT
2024-01-01 11:12:24,5S8M6F,XCVW24,UNDER GRADUATION(UG),UG,Renew,-,81013,DISCRETE MATHEMATICS AND ITS APPLICATIONS WITH COMBINATORICS AND GRAPH THEORY,"ROSEN, KENNETH H",RIT,RIT
2024-01-01 11:12:35,5S8M6F,XCVW24,UNDER GRADUATION(UG),UG,Renew,-,98913,Operating system concepts /,"Silberschatz, Abraham.",RIT,RIT
2024-01-01 11:15:56,ZQVZNR,XCVW24,CSE_AIML,ST,Check out,,100429,Kannada Kali Learn Kannada Through English with Hindi Transliteration,Kannakumari S,RIT,RIT
2024-01-01 11:16:19,ZQVZNR,XCVW24,CSE_AIML,ST,Check out,,88614,ENGLISH LANGUAGE AND COMMUNICATION SKILLS,KUMAR,RIT,RIT
2024-01-01 11:24:41,NQPGI4,XCVW24,ECE,ST,Check in,-,62897,C PROGRAMMING LANGUAGES,KERNIGHAN BRAIN W,RIT,RIT
2024-01-01 11:32:58,4M0M7Z,XCVW24,CSE_AIML,ST,Renew,-,95723,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2024-01-01 11:36:04,4M0M7Z,XCVW24,CSE_AIML,ST,Other,-2.0000,,,,,
2024-01-01 11:37:56,EPYEIE,XCVW24,ECE,ST,Renew,-,76929,AN INTRODUCTION TO THE CONSTITUTION OF INDIA,PYLEE,RIT,RIT
2024-01-01 11:37:56,EPYEIE,XCVW24,ECE,ST,Check out,,76929,AN INTRODUCTION TO THE CONSTITUTION OF INDIA,PYLEE,RIT,RIT
2024-01-01 11:40:45,61U2ZZ,XCVW24,UNDER GRADUATION(UG),ST,Check in,-,86648,TURBOMACHINERY,DUBEY,RIT,RIT
2024-01-01 11:49:30,8L6188,XCVW24,CV,UG,Check out,,81528,SURVEYING VOL.1,DUGGAL S K,RIT,RIT
2024-01-01 11:49:54,CD1XKU,XCVW24,CV,UG,Check out,,81527,SURVEYING VOL.1,DUGGAL S K,RIT,RIT
2024-01-01 11:50:09,M3KI7Y,XCVW24,CV,UG,Check out,,81529,SURVEYING VOL.1,DUGGAL S K,RIT,RIT
2024-01-01 11:50:32,9FEY8S,XCVW24,ECE,ST,Check in,-,71923,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-01-01 11:53:02,9FEY8S,XCVW24,ECE,ST,Other,-4.0000,,,,,
2024-01-01 11:58:30,P2QTPK,XCVW24,ECE,ST,Check in,-,93811,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2024-01-01 12:01:46,J7KADO,XCVW24,,PHD,Check out,,54755,ANTENNAS: FOR ALL APPLICATIONS,KRAUS JOHN,RIT,RIT
2024-01-01 12:07:26,0YCQ7N,XCVW24,CSE,UG,Renew,-,99419,FUNDAMENTALS OF DATABASE SYSTEMS,"ELMASRI,RAMEZ AND NAVATHE SHAMKANT",RIT,RIT
2024-01-01 12:08:02,0YCQ7N,XCVW24,CSE,UG,Renew,-,87167,CRYPTOGRAPHY AND NETWORK SECURITY,FOROUZAN,RIT,RIT
2024-01-01 12:08:44,0Y0X67,XCVW24,EIE,ST,Check in,-,92948,ENGINEERING CHEMISTRY,JAIN P C,RIT,RIT
2024-01-01 12:10:52,GIL1M4,XCVW24,EIE,ST,Check in,-,77864,ENGINEERING MATHEMATICS - I FOR FIRST SEMESTER B E CLASSES,DR.D.S.C.,RIT,RIT
2024-01-01 12:11:27,GIL1M4,XCVW24,EIE,ST,Renew,-,71924,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-01-01 12:11:34,GIL1M4,XCVW24,EIE,ST,Renew,-,97705,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2024-01-01 12:11:42,0YCQ7N,XCVW24,CSE,UG,Renew,-,DB5479,SOFTWARE ENGINEERING,SOMMERVILLE IAN,RIT,RIT
2024-01-01 12:11:51,GIL1M4,XCVW24,EIE,ST,Renew,-,92936,CHEMISTRY FOR ENGINEERING STUDENTS,"JAIPRAKASH, B S",RIT,RIT
2024-01-01 12:13:02,GIL1M4,XCVW24,EIE,ST,Check out,-,DB6469,ENGINEERING MATHEMATICS-PART I,CHENDRASHEKAR Dr KS,RIT,RIT
2024-01-01 12:13:26,KPHVTO,XCVW24,EIE,ST,Renew,-,93745,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2024-01-01 12:16:47,KPHVTO,XCVW24,EIE,ST,Other,-39.0000,,,,,
2024-01-01 12:17:05,0YCQ7N,XCVW24,CSE,UG,Other,-95.0000,,,,,
2024-01-01 12:18:00,BLKG7S,XCVW24,ETE,ST,Renew,-,93373,HIGHER ENGINEERING MATHEMATICS,GREWAL B S,RIT,RIT
2024-01-01 12:18:42,AFX1HU,XCVW24,ISE,ST,Check in,-,71888,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-01-01 12:21:41,AFX1HU,XCVW24,ISE,ST,Other,-9.0000,,,,,
2024-01-01 12:22:07,C5OK81,XCVW24,UNDER GRADUATION(UG),ST,Check in,-,99362,ARIFICIAL INTELLIGENCE A MODERN APPROACH,"RUSSELL,STUART AND NORVIG,PETER",RIT,RIT
2024-01-01 12:22:48,R45XE0,XCVW24,ME,ST,Renew,-,93309,CALCULUS AND LINEAR ALGEBRA,CHANDRASHEKAR K S,RIT,RIT
2024-01-01 12:25:30,C1PS5Q,XCVW24,CSE,ST,Check in,-,95710,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2024-01-01 12:39:59,F5AZ5W,XCVW24,EEE,ST,Check out,,77342,CONSTITUTION OF INDIA AND PROFESSIONAL ETHICS AND HUMAN RIGHTS,PHANEESH,RIT,RIT
2024-01-01 12:40:15,F5AZ5W,XCVW24,EEE,ST,Check out,,93799,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2024-01-01 12:40:41,TEZHFV,XCVW24,CIVIL ENGINEERING,ST,Check out,,90533,GENERAL INTELLIGENCE & REASONING AND GENERAL AWARENESS,SSC-JE 2018-19,RIT,RIT
2024-01-01 12:43:46,YO07RN,XCVW24,CV,ST,Check in,-,99310,CYBER SECURITY:UNDERSTANDING CYBER CRIMES COMPUTER FORENSIES,"GODBOLE,NINA BERAPURE SUNIT",RIT,RIT
2024-01-01 12:44:29,YO07RN,XCVW24,CV,ST,Check in,-,62788,HIGHER ENGINEERING MATHEMATICS,"GREWAL S B, GREWAL J S",RIT,RIT
2024-01-01 12:44:53,YO07RN,XCVW24,CV,ST,Renew,-,92906,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-01-01 12:45:00,YO07RN,XCVW24,CV,ST,Renew,-,76216,ENGINEERING CHEMISTRY,GADAG R V,RIT,RIT
2024-01-01 12:45:41,6FJROP,XCVW24,EIE,ST,Renew,-,71953,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-01-01 12:46:13,ZZNO40,XCVW24,,TS,Check in,-,DB2875,ENGINEERING PHYSICS,"BASAVARAJU, S. P",RIT,RIT
2024-01-01 12:49:11,WQXZN3,XCVW24,EIE,ST,Check out,,99310,CYBER SECURITY:UNDERSTANDING CYBER CRIMES COMPUTER FORENSIES,"GODBOLE,NINA BERAPURE SUNIT",RIT,RIT
2024-01-01 13:01:38,OBCHHX,XCVW24,CSE,UG,Renew,-,99883,FUNDAMENTALS OF DATA STRUCTURES IN C,"HOROWITZ, ELLIS SAHNI,SARTAJ ANDERSON, FREED",RIT,RIT
2024-01-01 13:01:48,L9J7H2,XCVW24,CSE,UG,Renew,-,82663,PROGRAMMING ANSC C,BALAGURUSWAMI,RIT,RIT
2024-01-01 13:01:56,RMYILG,XCVW24,CHEM,UG,Renew,-,76352,CHEMICAL PROCESS CALCULATIONS,K ASOKAN,RIT,RIT
2024-01-01 13:05:38,WQXZN3,XCVW24,EIE,ST,Renew,-,99310,CYBER SECURITY:UNDERSTANDING CYBER CRIMES COMPUTER FORENSIES,"GODBOLE,NINA BERAPURE SUNIT",RIT,RIT
2024-01-01 13:08:25,B16JVK,XCVW24,UNDER GRADUATION(UG),UG,Check out,,55825,DIGITAL LOGIC APPLICATIONS AND DESIGN,"YARBROUGH, JOHN M",RIT,RIT
2024-01-01 13:08:26,RMYILG,XCVW24,CHEM,UG,Check out,,37979,CHEMICAL PROCESS PRINCIPLES,"HOUGEN, OLAF A",RIT,RIT
2024-01-01 13:09:23,UP86T9,XCVW24,CSE,UG,Check out,,32569,FUNDAMENTALS OF DATA STRUCTURES IN C++,"HOROWITZ, ELLIS",RIT,RIT
2024-01-01 13:10:41,6L8R4R,XCVW24,UNDER GRADUATION(UG),UG,Check out,,35897,DIGITAL LOGIC: APPLICATIONS AND DESIGN,"YARBOROUGH, JOHN M.",RIT,RIT
2024-01-01 13:16:05,25CYUF,XCVW24,UNDER GRADUATION(UG),UG,Renew,-,61517,FUNDAMENTALS OF ELECTRICAL MACHINES,"SALAM, MOHAMMAD ABDUS",RIT,RIT
2024-01-01 13:16:10,25CYUF,XCVW24,UNDER GRADUATION(UG),UG,Renew,-,71806,OPERATIONAL AMLIFIERS AND LINEAR ICS,BELL DAVID A,RIT,RIT
2024-01-01 13:16:19,25CYUF,XCVW24,UNDER GRADUATION(UG),UG,Renew,-,37058,DIGITAL LOGIC AND COMPUTER DESIGN,"MANO, M MORRIS",RIT,RIT
2024-01-01 13:17:41,OS31C5,XCVW24,ECE,UG,Check in,-,86974,OPERATIONAL AMPLIFIERS AND LINEAR ICS,BELL,RIT,RIT
2024-01-01 13:18:53,ZU0V0Q,XCVW24,UNDER GRADUATION(UG),ST,Check in,-,77470,DIGITAL COMMUNICATIONS,HAYKIN,RIT,RIT
2024-01-01 13:20:52,HW2Y23,XCVW24,UNDER GRADUATION(UG),UG,Check in,-,DB2427,OPERATIONAL AMPLIFIERS AND LINEAR ICS,"BELL, DAVID, A.",RIT,RIT
2024-01-01 13:20:53,MXU4AY,XCVW24,EEE,ST,Check out,,DB2427,OPERATIONAL AMPLIFIERS AND LINEAR ICS,"BELL, DAVID, A.",RIT,RIT
2024-01-01 13:24:31,5OIX0T,XCVW24,UNDER GRADUATION(UG),UG,Check in,-,71573,ELECTRONIC DEVICES AND CIRCUITS,"BELL, DAVID",RIT,RIT
2024-01-01 13:27:20,8EF8DN,XCVW24,UNDER GRADUATION(UG),ST,Renew,-,86148,DIGITAL COMMUNICATIONS,HAYKIN SIMON,RIT,RIT
2024-01-01 13:30:03,N1B10R,XCVW24,UNDER GRADUATION(UG),UG,Renew,-,67952,SIGNALS AND SYSTEMS,"HAYKIN, SIMON",RIT,RIT
2024-01-01 13:30:07,N1B10R,XCVW24,UNDER GRADUATION(UG),UG,Renew,-,75191,BASICS OF MEDICAL PHYSIOLOGY,DR. VENKATESH & DR.SUDHAKAR,RIT,RIT
2024-01-01 14:04:35,CNKL1K,XCVW24,ECE,ST,Check out,,71888,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-01-01 14:05:46,H9Y8BR,XCVW24,EIE,ST,Check out,,71923,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-01-01 14:09:08,RG2IEW,XCVW24,,UG,Check in,-,100264,DATA COMMUNICATION AND NETWORKING WITH TCP/IP PROTOCOL SUITE,"FOROUZAN, BEHROOZ A",RIT,RIT
2024-01-01 14:13:30,QQ9ROT,XCVW24,UNDER GRADUATION(UG),UG,Check out,,72852,ELECTRONIC DEVICES AND CIRCUIT THEORY,ROBERT L. BOYLESTAD,RIT,RIT
2024-01-01 14:27:49,524T3W,XCVW24,AIML,UG,Check out,,DB3506,DISCRETE MATHMATICS AND ITS APPLICATIONS,KENNETH H.ROSEN,RIT,RIT
2024-01-01 14:34:57,7GUGEP,XCVW24,UNDER GRADUATION(UG),UG,Check out,,78060,FUNDAMENTALS OF MOMENTUM HEAT AND MASS TRANSFER,WELTY,RIT,RIT
2024-01-01 14:39:34,O7I8HK,XCVW24,EEE,ST,Check out,,93751,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2024-01-01 14:40:28,WLFWAH,XCVW24,EEE,ST,Renew,-,93762,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2024-01-01 14:45:02,DMH9VD,XCVW24,EEE,ST,Check out,,93748,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2024-01-01 14:47:43,UBCGA2,XCVW24,CSE,ST,Renew,-,71385,PROGRAMMING IN ANSI C,BALAGURSAMY E,RIT,RIT
2024-01-01 14:48:24,PD0DX5,XCVW24,CSE_AIML,ST,Renew,-,92653,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2024-01-01 14:56:15,0UL41F,XCVW24,UNDER GRADUATION(UG),UG,Check out,,68865,MANUFACTURING PROCESSES FOR ENGINEERING MATERIALS,"KALPAKJIAN, SEROPE",RIT,RIT
2024-01-01 14:57:14,0IJMED,XCVW24,CV,UG,Check in,-,97502,INTRODUCTION TO GEOGRAPHIC INFO SYSTEMS,"CHANG, KANG-TSUNG",RIT,RIT
2024-01-01 14:58:51,O8HR30,XCVW24,,ST,Other,-4.0000,,,,,
2024-01-01 14:59:40,O8HR30,XCVW24,,ST,Renew,-,28395,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,"GAYAKWAD, RAMAKANT A",RIT,RIT
2024-01-01 15:01:15,18QH14,XCVW24,UNDER GRADUATION(UG),ST,Renew,-,88744,HANDBOOK OF BIOMEDICAL INSTRUMENTATION,"KHANDPUR,R S",RIT,RIT
2024-01-01 15:01:23,18QH14,XCVW24,UNDER GRADUATION(UG),ST,Renew,-,88776,MEDICAL INSTRUMENTATION APPLICATION AND DESIGN,"WEBSTER,JOHN G",RIT,RIT
2024-01-01 15:04:20,J95ESN,XCVW24,CV,UG,Check out,,79157,STRENGTH OF MATERIALS,BASAVARAJAIAH,RIT,RIT
2024-01-01 15:08:19,MLJWXS,XCVW24,UNDER GRADUATION(UG),UG,Renew,-,88548,SIGNALS AND SYSTEMS,HAYKIN,RIT,RIT
2024-01-01 15:08:30,MLJWXS,XCVW24,UNDER GRADUATION(UG),UG,Renew,-,75188,BASICS OF MEDICAL PHYSIOLOGY,DR. VENKATESH & DR.SUDHAKAR,RIT,RIT
2024-01-01 15:10:00,K5FH3Q,XCVW24,EIE,ST,Check out,,93816,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2024-01-01 15:12:15,GRXNNP,XCVW24,CHEM,ST,Check in,-,88621,ENGLISH LANGUAGE AND COMMUNICATION SKILLS,KUMAR,RIT,RIT
2024-01-01 15:15:21,N16SZ9,XCVW24,UNDER GRADUATION(UG),ST,Check in,-,DB5731,A TEST BOOK OF TURBO MACHINES,M.S.GOVINDE GOWDA AM NAGARAJ,RIT,RIT
2024-01-01 15:15:21,61U2ZZ,XCVW24,UNDER GRADUATION(UG),ST,Check out,-,DB5731,A TEST BOOK OF TURBO MACHINES,M.S.GOVINDE GOWDA AM NAGARAJ,RIT,RIT
2024-01-01 15:20:43,O6EUPH,XCVW24,CSE,UG,Check out,,83208,INTRODUCTION TO MATERIALS MANAGEMENT,ARNOLD J R,RIT,RIT
2024-01-01 15:22:26,T4ESNM,XCVW24,CV,ST,Check in,-,64608,STRENGTH OF MATERIALS,"BASAVARAJAIAH, B S",RIT,RIT
2024-01-01 15:23:37,X5Y6NP,XCVW24,CV,ST,Check in,-,69278,FLUID MECHANICS AND HYDRAULIC MACHINES,BANSAL R K,RIT,RIT
2024-01-01 15:25:25,6AZEUT,GNNGPG,,UG,Check in,-,63091,HIGHER ENGINEERING MATHEMATICS,GREWAL B S,RIT,RIT
2024-01-01 15:29:20,28X3BE,J361O0,ARCH,ST,Check in,-,85867,BUILDING CONSTRUCTION-BC,PUNMIA B C JAIN,RIT,RIT
2024-01-01 15:29:38,K5FH3Q,XCVW24,EIE,ST,Renew,-,93816,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2024-01-01 15:29:53,9VAJ32,XCVW24,CSE,ST,Renew,-,95697,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2024-01-01 15:29:56,9VAJ32,XCVW24,CSE,ST,Renew,-,100313,COMPUTER SCIENCE A STRUCTURCD PROGRAMMING APPROACH USING C,"FOROUZAN, BEHROOZ A, GILBERG, F RICHARD",RIT,RIT
2024-01-01 15:31:07,SXP5PE,XCVW24,CSE,ST,Check out,,95760,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2024-01-01 15:35:46,H8KPTR,XCVW24,CHEM,ST,Renew,-,97678,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2024-01-01 15:35:56,H8KPTR,XCVW24,CHEM,ST,Renew,-,93383,HIGHER ENGINEERING MATHEMATICS,GREWAL B S,RIT,RIT
2024-01-01 15:38:57,TNI1MU,XCVW24,,ST,Check out,,65894,STRENGTH OF MATERIALS IN IS UNITS,BASAVARAJAIAH,RIT,RIT
2024-01-01 15:41:39,SN29UG,XCVW24,CV,ST,Renew,-,76209,ENGINEERING CHEMISTRY,GADAG R V,RIT,RIT
2024-01-01 15:41:45,SN29UG,XCVW24,CV,ST,Renew,-,99333,CYBER SECURITY:UNDERSTANDING CYBER CRIMES COMPUTER FORENSIES,"GODBOLE,NINA BERAPURE SUNIT",RIT,RIT
2024-01-01 15:41:57,SN29UG,XCVW24,CV,ST,Renew,-,88611,ENGLISH LANGUAGE AND COMMUNICATION SKILLS,KUMAR,RIT,RIT
2024-01-01 15:43:58,O2AHXF,4WI5L3,CHEM,ST,Check out,,93727,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2024-01-01 15:44:07,O2AHXF,4WI5L3,CHEM,ST,Check out,,93322,HIGHER ENGINEERING MATHEMATICS,GREWAL B S,RIT,RIT
2024-01-01 15:44:17,O2AHXF,4WI5L3,CHEM,ST,Check out,,93703,ENGINEERING CHEMISTRY,"GADAG, R V",RIT,RIT
2024-01-01 15:58:03,VWJD7T,XCVW24,ECE,ST,Renew,-,93681,ENGINEERING CHEMISTRY,"GADAG, R V",RIT,RIT
2024-01-01 15:58:10,VWJD7T,XCVW24,ECE,ST,Renew,-,93848,CALCULUS AND LINEAR ALGEBRA,CHANDRASHEKAR D S,RIT,RIT
2024-01-01 15:58:19,VWJD7T,XCVW24,ECE,ST,Renew,-,69517,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-01-01 16:03:18,0Y3B8R,XCVW24,ARCH,TS,Check in,-,95254,ELEMENTS OF CIVIL ENGINEERING AND MECHANICS,SAWANT H J,RIT,RIT
2024-01-01 16:03:27,0Y3B8R,XCVW24,ARCH,TS,Check in,-,95255,ELEMENTS OF CIVIL ENGINEERING AND MECHANICS,SAWANT H J,RIT,RIT
2024-01-01 16:03:35,0Y3B8R,XCVW24,ARCH,TS,Check in,-,97206,PRINCIPLES OF THREE-DIMENSIONAL DESIGN,"WONG, WUCIUS",RIT,RIT
2024-01-01 16:03:49,0Y3B8R,XCVW24,ARCH,TS,Check in,-,28386,PRINCIPLES OF TWO DIMENSIONAL FORM,"WONG, WUCIVS",RIT,RIT
2024-01-01 16:04:10,0Y3B8R,XCVW24,ARCH,TS,Check out,,95254,ELEMENTS OF CIVIL ENGINEERING AND MECHANICS,SAWANT H J,RIT,RIT
2024-01-01 16:04:20,0Y3B8R,XCVW24,ARCH,TS,Check out,,95255,ELEMENTS OF CIVIL ENGINEERING AND MECHANICS,SAWANT H J,RIT,RIT
2024-01-01 16:04:28,0Y3B8R,XCVW24,ARCH,TS,Check out,,97206,PRINCIPLES OF THREE-DIMENSIONAL DESIGN,"WONG, WUCIUS",RIT,RIT
2024-01-01 16:04:36,0Y3B8R,XCVW24,ARCH,TS,Check out,,28386,PRINCIPLES OF TWO DIMENSIONAL FORM,"WONG, WUCIVS",RIT,RIT
2024-01-01 16:31:23,RDI7BB,XCVW24,ECE,ST,Renew,-,62824,COMPLEX ANALYSIS WITH APPLICATIONS,ZILL DENNIS G,RIT,RIT
2024-01-01 16:31:31,RDI7BB,XCVW24,ECE,ST,Renew,-,100339,COMPUTER SCIENCE A STRUCTURCD PROGRAMMING APPROACH USING C,"FOROUZAN, BEHROOZ A, GILBERG, F RICHARD",RIT,RIT
2024-01-01 16:34:25,RXTF6X,XCVW24,IEM,ST,Check out,,DB720,CONSTITION OF INDIA AND PROFESSIONAL ETHICS,PHANEESH K R,RIT,RIT
2024-01-01 16:34:51,8E2TAV,XCVW24,IEM,ST,Check out,,76217,ENGINEERING CHEMISTRY,GADAG R V,RIT,RIT
